,tract,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
1547,06037481714,40761.0,942.0,2485.0,301.0,2184.0,2170.0,48.0,14.0,0.0,2100.0
1548,06037481800,99107.0,883.0,2587.0,614.0,1973.0,1900.0,224.0,18.0,14.0,1636.0
1549,06037481901,87303.0,2036.0,5721.0,2769.0,2952.0,2854.0,588.0,85.0,13.0,2131.0
1550,06037481902,66226.0,1035.0,3297.0,1505.0,1792.0,1732.0,267.0,86.0,4.0,1362.0
1551,06037482001,89890.0,957.0,2719.0,433.0,2286.0,2205.0,180.0,3.0,1.0,2006.0
1552,06037482002,75013.0,2595.0,7194.0,2274.0,4920.0,4759.0,338.0,68.0,8.0,4322.0
1553,06037482101,63083.0,1475.0,4771.0,1243.0,3528.0,3462.0,184.0,30.0,6.0,3234.0
1554,06037482102,90833.0,1014.0,2846.0,818.0,2028.0,1947.0,204.0,19.0,1.0,1707.0
1555,06037482201,45042.0,1289.0,3808.0,677.0,3131.0,3100.0,127.0,30.0,5.0,2925.0
1556,06037482202,56964.0,1715.0,5184.0,887.0,4297.0,4238.0,115.0,25.0,2.0,4082.0
1557,06037482301,56250.0,1336.0,4989.0,1253.0,3736.0,3698.0,90.0,30.0,2.0,3570.0
1558,06037482303,52344.0,1504.0,5482.0,1732.0,3750.0,3708.0,87.0,26.0,2.0,3586.0
1559,06037482304,41314.0,815.0,3409.0,1473.0,1936.0,1923.0,64.0,6.0,8.0,1828.0
1560,06037482401,50230.0,957.0,3535.0,1180.0,2355.0,2336.0,58.0,8.0,0.0,2259.0
1561,06037482403,39583.0,952.0,3310.0,1203.0,2107.0,2090.0,49.0,3.0,0.0,2024.0
1562,06037482404,72688.0,1231.0,2901.0,677.0,2224.0,2179.0,180.0,25.0,0.0,1954.0
1563,06037482502,55250.0,879.0,3213.0,753.0,2460.0,2427.0,41.0,12.0,0.0,2369.0
1564,06037482503,67566.0,1057.0,3957.0,1152.0,2805.0,2766.0,44.0,7.0,1.0,2704.0
1565,06037482521,64500.0,1448.0,5577.0,2088.0,3489.0,3432.0,230.0,65.0,6.0,3118.0
1566,06037482522,64281.0,1491.0,4455.0,2192.0,2263.0,2200.0,349.0,78.0,5.0,1753.0
1567,06037482600,76894.0,2240.0,7182.0,1806.0,5376.0,5213.0,399.0,43.0,14.0,4720.0
1568,06037482701,71438.0,1320.0,4096.0,2410.0,1686.0,1639.0,140.0,18.0,8.0,1442.0
1569,06037482702,96484.0,823.0,2404.0,1046.0,1358.0,1318.0,99.0,4.0,9.0,1194.0
1570,06037482801,73500.0,1270.0,4193.0,1984.0,2209.0,2143.0,231.0,36.0,3.0,1861.0
1571,06037500100,180720.0,1065.0,3729.0,1191.0,2538.0,2422.0,1649.0,30.0,4.0,708.0
1572,06037500202,124321.0,1469.0,4982.0,2511.0,2471.0,2319.0,1611.0,54.0,11.0,622.0
1573,06037500203,108925.0,1223.0,4188.0,2213.0,1975.0,1872.0,1629.0,38.0,6.0,177.0
1574,06037500204,154299.0,859.0,2343.0,834.0,1509.0,1420.0,957.0,18.0,6.0,426.0
1575,06037500300,97425.0,1147.0,3024.0,1866.0,1158.0,1082.0,630.0,62.0,8.0,373.0
1576,06037500402,61505.0,1239.0,4566.0,4275.0,291.0,259.0,121.0,23.0,4.0,89.0
1577,06037500403,83438.0,1068.0,4025.0,3564.0,461.0,443.0,120.0,31.0,15.0,269.0
1578,06037500404,77028.0,1277.0,4767.0,4097.0,670.0,636.0,187.0,22.0,5.0,397.0
1579,06037500500,62031.0,834.0,2954.0,2601.0,353.0,328.0,134.0,13.0,9.0,156.0
1580,06037500600,65577.0,1210.0,5438.0,5143.0,295.0,276.0,106.0,11.0,18.0,112.0
1581,06037500700,68750.0,1853.0,6582.0,6043.0,539.0,485.0,281.0,33.0,15.0,113.0
1582,06037500800,74688.0,1343.0,5333.0,4861.0,472.0,443.0,246.0,37.0,14.0,127.0
1583,06037500900,49375.0,1851.0,5602.0,5029.0,573.0,529.0,254.0,41.0,20.0,198.0
1584,06037501001,85800.0,766.0,3023.0,2805.0,218.0,194.0,94.0,17.0,17.0,29.0
1585,06037501002,94527.0,1374.0,4882.0,4127.0,755.0,700.0,490.0,39.0,15.0,124.0
1586,06037501200,99107.0,1384.0,5114.0,4299.0,815.0,742.0,524.0,31.0,28.0,130.0
1587,06037501301,77868.0,1102.0,3020.0,2389.0,631.0,579.0,479.0,11.0,3.0,68.0
1588,06037501302,51587.0,1469.0,4476.0,3430.0,1046.0,970.0,725.0,23.0,2.0,180.0
1589,06037501400,43656.0,1251.0,3826.0,3199.0,627.0,568.0,393.0,82.0,7.0,70.0
1590,06037501501,106713.0,831.0,2411.0,1408.0,1003.0,947.0,693.0,50.0,9.0,180.0
1591,06037501503,70208.0,1818.0,5215.0,3842.0,1373.0,1259.0,981.0,78.0,25.0,155.0
1592,06037501504,37149.0,1474.0,3580.0,2623.0,957.0,903.0,542.0,61.0,14.0,264.0
1593,06037501600,80246.0,2247.0,6863.0,4142.0,2721.0,2514.0,1789.0,105.0,23.0,529.0
1594,06037501700,83438.0,1286.0,4114.0,2710.0,1404.0,1303.0,1074.0,38.0,8.0,153.0
1595,06037501802,70329.0,1216.0,3438.0,2488.0,950.0,880.0,731.0,36.0,11.0,88.0
1596,06037501803,41957.0,1362.0,4687.0,4035.0,652.0,613.0,379.0,73.0,11.0,123.0
1597,06037501804,48409.0,718.0,2247.0,1846.0,401.0,361.0,264.0,35.0,18.0,27.0
1598,06037501900,86103.0,1240.0,4336.0,3257.0,1079.0,995.0,809.0,25.0,4.0,120.0
1599,06037502003,70855.0,696.0,2745.0,2346.0,399.0,373.0,265.0,27.0,4.0,65.0
1600,06037502004,80076.0,964.0,4088.0,3580.0,508.0,491.0,300.0,49.0,7.0,112.0
1601,06037502005,66194.0,1262.0,4382.0,3441.0,941.0,889.0,660.0,52.0,16.0,119.0
1602,06037502100,59125.0,1627.0,5079.0,4243.0,836.0,776.0,567.0,43.0,20.0,126.0
1603,06037502200,82188.0,1881.0,6477.0,5728.0,749.0,701.0,504.0,30.0,22.0,103.0
1604,06037502303,62729.0,2045.0,8396.0,7579.0,817.0,773.0,414.0,141.0,21.0,160.0
1605,06037502401,54847.0,1348.0,4772.0,4286.0,486.0,470.0,193.0,40.0,12.0,210.0
1606,06037502402,81458.0,988.0,3789.0,3505.0,284.0,270.0,159.0,19.0,5.0,53.0
1607,06037502500,71250.0,1134.0,4124.0,3780.0,344.0,331.0,194.0,44.0,1.0,84.0
1608,06037502602,56500.0,1254.0,4377.0,3829.0,548.0,523.0,259.0,62.0,11.0,164.0
1609,06037502603,99625.0,809.0,3407.0,3138.0,269.0,248.0,169.0,12.0,2.0,56.0
1610,06037502604,100918.0,1135.0,3662.0,3302.0,360.0,346.0,223.0,9.0,10.0,75.0
1611,06037502700,75208.0,1879.0,7682.0,6413.0,1269.0,1166.0,604.0,179.0,12.0,332.0
1612,06037502801,85859.0,1695.0,6347.0,5091.0,1256.0,1169.0,781.0,86.0,17.0,248.0
1613,06037502901,92101.0,1561.0,5449.0,4484.0,965.0,883.0,559.0,43.0,20.0,219.0
1614,06037503000,76528.0,1419.0,5675.0,5186.0,489.0,445.0,241.0,27.0,8.0,142.0
1615,06037503103,79958.0,1259.0,4774.0,4027.0,747.0,703.0,365.0,36.0,7.0,271.0
1616,06037503104,69643.0,664.0,2561.0,2264.0,297.0,278.0,160.0,5.0,4.0,89.0
1617,06037503105,70568.0,920.0,3618.0,2746.0,872.0,816.0,386.0,82.0,11.0,305.0
1618,06037503106,71098.0,1175.0,3822.0,2882.0,940.0,888.0,559.0,56.0,4.0,242.0
1619,06037503201,97639.0,1028.0,4002.0,2876.0,1126.0,1056.0,755.0,52.0,10.0,222.0
1620,06037503202,69635.0,1309.0,4350.0,3428.0,922.0,864.0,530.0,56.0,16.0,239.0
1621,06037503301,113750.0,1011.0,3488.0,2441.0,1047.0,993.0,835.0,22.0,14.0,101.0
1622,06037503302,78810.0,1814.0,6295.0,4907.0,1388.0,1299.0,889.0,78.0,6.0,276.0
1623,06037503401,98239.0,2143.0,7036.0,3953.0,3083.0,2904.0,2169.0,93.0,14.0,583.0
1624,06037503402,101756.0,1271.0,4631.0,2891.0,1740.0,1635.0,1220.0,46.0,19.0,315.0
1625,06037503501,68393.0,1961.0,6485.0,4849.0,1636.0,1510.0,1085.0,88.0,26.0,278.0
1626,06037503502,109340.0,1101.0,4297.0,2902.0,1395.0,1296.0,998.0,47.0,15.0,212.0
1627,06037503601,103750.0,1194.0,4189.0,2145.0,2044.0,1900.0,1309.0,98.0,15.0,450.0
1628,06037503602,126705.0,1150.0,3838.0,1729.0,2109.0,2002.0,1305.0,39.0,9.0,635.0
1629,06037503701,66575.0,1647.0,4941.0,3035.0,1906.0,1778.0,1390.0,92.0,25.0,235.0
1630,06037503702,83664.0,1773.0,5453.0,2899.0,2554.0,2386.0,1724.0,89.0,17.0,491.0
1631,06037503704,66983.0,1976.0,4598.0,736.0,3862.0,3768.0,771.0,88.0,14.0,2877.0
1632,06037503705,100284.0,1091.0,3222.0,1036.0,2186.0,2126.0,914.0,60.0,7.0,1121.0
1633,06037503801,87381.0,1178.0,4085.0,1843.0,2242.0,2090.0,1228.0,121.0,16.0,697.0
1634,06037503802,95101.0,1675.0,5139.0,2010.0,3129.0,2961.0,1369.0,68.0,15.0,1459.0
1635,06037503901,107344.0,711.0,2799.0,1293.0,1506.0,1401.0,762.0,58.0,9.0,555.0
1636,06037503902,104841.0,1503.0,4663.0,2252.0,2411.0,2244.0,1378.0,99.0,19.0,709.0
1637,06037504001,52252.0,1448.0,5053.0,1667.0,3386.0,3131.0,2073.0,180.0,5.0,843.0
1638,06037504002,109500.0,1536.0,5327.0,2536.0,2791.0,2588.0,1664.0,107.0,6.0,762.0
1639,06037504101,63047.0,1315.0,5095.0,3405.0,1690.0,1589.0,735.0,84.0,11.0,712.0
1640,06037504200,54522.0,2209.0,7528.0,5320.0,2208.0,2084.0,624.0,331.0,18.0,1072.0
1641,06037530005,101750.0,1264.0,4191.0,1647.0,2544.0,2478.0,374.0,17.0,0.0,2086.0
1642,06037530006,73528.0,1617.0,4295.0,2872.0,1423.0,1372.0,470.0,44.0,20.0,806.0
1643,06037530007,76816.0,2070.0,6651.0,4433.0,2218.0,2134.0,1034.0,24.0,5.0,1046.0
1644,06037530101,44375.0,1651.0,5333.0,4441.0,892.0,854.0,424.0,61.0,11.0,336.0
1645,06037530102,47941.0,1610.0,4994.0,3955.0,1039.0,1013.0,526.0,24.0,1.0,448.0
1646,06037530202,83182.0,1270.0,4056.0,3426.0,630.0,598.0,196.0,17.0,2.0,369.0
1647,06037530203,48452.0,884.0,3357.0,2742.0,615.0,578.0,206.0,11.0,14.0,328.0
1648,06037530204,71382.0,1155.0,3528.0,3007.0,521.0,484.0,161.0,44.0,14.0,240.0
1649,06037530301,48056.0,614.0,2308.0,2139.0,169.0,156.0,90.0,15.0,8.0,37.0
1650,06037530302,45703.0,1953.0,6375.0,6094.0,281.0,253.0,124.0,19.0,15.0,84.0
1651,06037530400,45154.0,1149.0,4066.0,3082.0,984.0,952.0,90.0,78.0,4.0,769.0
1652,06037530500,51941.0,1075.0,4270.0,4135.0,135.0,127.0,42.0,4.0,3.0,62.0
1653,06037530603,66061.0,1236.0,4440.0,3901.0,539.0,499.0,203.0,51.0,10.0,231.0
1654,06037530700,62841.0,531.0,2175.0,1965.0,210.0,184.0,56.0,27.0,7.0,82.0
1655,06037530801,52813.0,1454.0,5511.0,5026.0,485.0,450.0,198.0,52.0,7.0,173.0
1656,06037530802,65227.0,844.0,3240.0,2863.0,377.0,332.0,171.0,21.0,9.0,108.0
1657,06037530901,53860.0,923.0,3674.0,3535.0,139.0,125.0,71.0,22.0,3.0,23.0
1658,06037530902,34023.0,1195.0,3820.0,3504.0,316.0,307.0,80.0,28.0,5.0,171.0
1659,06037531000,44918.0,1273.0,5109.0,4906.0,203.0,192.0,67.0,15.0,12.0,76.0
1660,06037531101,56568.0,1208.0,4589.0,4474.0,115.0,107.0,60.0,9.0,8.0,22.0
1661,06037531102,38990.0,877.0,3233.0,3141.0,92.0,86.0,47.0,11.0,2.0,15.0
1662,06037531201,50568.0,1180.0,4855.0,4744.0,111.0,107.0,59.0,16.0,5.0,18.0
1663,06037531202,51135.0,1177.0,4518.0,4378.0,140.0,129.0,90.0,12.0,3.0,6.0
1664,06037531301,44662.0,1334.0,5365.0,5177.0,188.0,161.0,68.0,58.0,0.0,20.0
1665,06037531302,41818.0,1404.0,6411.0,6258.0,153.0,139.0,72.0,17.0,10.0,31.0
1666,06037531502,47098.0,787.0,3279.0,3124.0,155.0,141.0,99.0,24.0,4.0,11.0
1667,06037531503,55417.0,805.0,2985.0,2929.0,56.0,48.0,34.0,0.0,4.0,7.0
1668,06037531504,60521.0,954.0,4033.0,3928.0,105.0,94.0,41.0,11.0,17.0,12.0
1669,06037531602,41707.0,1116.0,4134.0,4000.0,134.0,117.0,64.0,23.0,1.0,15.0
1670,06037531603,52367.0,951.0,3285.0,3158.0,127.0,109.0,35.0,6.0,18.0,27.0
1671,06037531604,43550.0,835.0,3453.0,3356.0,97.0,91.0,53.0,20.0,5.0,11.0
1672,06037531701,46115.0,1423.0,5498.0,5233.0,265.0,237.0,144.0,37.0,8.0,24.0
1673,06037531702,58065.0,1402.0,4564.0,4359.0,205.0,175.0,100.0,33.0,4.0,26.0
1674,06037531800,63029.0,1304.0,4740.0,4584.0,156.0,145.0,74.0,11.0,21.0,28.0
1675,06037531901,50486.0,1738.0,6228.0,5991.0,237.0,206.0,117.0,23.0,5.0,39.0
1676,06037531902,68750.0,1130.0,3953.0,3760.0,193.0,169.0,80.0,9.0,4.0,71.0
1677,06037532001,38971.0,914.0,3296.0,3030.0,266.0,245.0,136.0,5.0,5.0,88.0
1678,06037532002,56131.0,1001.0,3254.0,2864.0,390.0,382.0,156.0,11.0,2.0,193.0
1679,06037532101,53833.0,1844.0,6686.0,6177.0,509.0,480.0,173.0,23.0,6.0,256.0
1680,06037532102,73534.0,896.0,3835.0,3235.0,600.0,579.0,207.0,25.0,8.0,324.0
1681,06037532200,60676.0,1744.0,6599.0,6002.0,597.0,556.0,201.0,115.0,14.0,192.0
1682,06037532302,54600.0,1168.0,4452.0,4272.0,180.0,164.0,102.0,14.0,19.0,16.0
1683,06037532303,56302.0,1303.0,4364.0,4105.0,259.0,241.0,103.0,36.0,8.0,84.0
1684,06037532304,45556.0,1032.0,3660.0,3351.0,309.0,278.0,108.0,70.0,13.0,63.0
1685,06037532500,52639.0,1152.0,3838.0,3650.0,188.0,171.0,49.0,36.0,3.0,73.0
1686,06037532605,39063.0,1210.0,3812.0,3562.0,250.0,233.0,99.0,65.0,0.0,52.0
1687,06037532606,35769.0,1248.0,4125.0,3951.0,174.0,161.0,47.0,58.0,7.0,34.0
1688,06037532607,48692.0,1375.0,5694.0,5482.0,212.0,186.0,75.0,51.0,5.0,28.0
1689,06037532700,60114.0,744.0,2878.0,2703.0,175.0,165.0,23.0,94.0,9.0,9.0
1690,06037532800,42784.0,951.0,4204.0,3860.0,344.0,310.0,19.0,258.0,4.0,3.0
1691,06037532900,39612.0,1630.0,6358.0,5875.0,483.0,446.0,49.0,356.0,0.0,10.0
1692,06037533001,46591.0,1088.0,4439.0,4168.0,271.0,243.0,54.0,132.0,3.0,26.0
1693,06037533002,39258.0,587.0,2370.0,2290.0,80.0,70.0,17.0,33.0,7.0,3.0
1694,06037533103,39375.0,755.0,3233.0,3142.0,91.0,82.0,41.0,20.0,4.0,5.0
1695,06037533104,44213.0,1288.0,3923.0,3777.0,146.0,127.0,44.0,56.0,0.0,14.0
1696,06037533105,41797.0,660.0,2423.0,2316.0,107.0,91.0,43.0,27.0,2.0,8.0
1697,06037533108,40264.0,1267.0,5133.0,4989.0,144.0,131.0,59.0,14.0,0.0,29.0
1698,06037533201,50729.0,659.0,2602.0,2544.0,58.0,48.0,28.0,3.0,0.0,8.0
1699,06037533204,56173.0,1043.0,4143.0,4039.0,104.0,97.0,52.0,20.0,0.0,18.0
1700,06037533300,43313.0,879.0,3172.0,3068.0,104.0,88.0,51.0,13.0,3.0,5.0
1701,06037533401,47917.0,1283.0,4677.0,4563.0,114.0,102.0,65.0,15.0,3.0,9.0
1702,06037533402,37763.0,1018.0,3902.0,3819.0,83.0,69.0,40.0,13.0,4.0,5.0
1703,06037533403,54922.0,802.0,2778.0,2642.0,136.0,124.0,70.0,27.0,7.0,18.0
1704,06037533501,63000.0,728.0,2958.0,2877.0,81.0,66.0,32.0,15.0,0.0,4.0
1705,06037533504,51556.0,963.0,3848.0,3743.0,105.0,100.0,63.0,5.0,0.0,7.0
1706,06037533601,52000.0,1152.0,4414.0,4226.0,188.0,165.0,102.0,4.0,12.0,21.0
1707,06037533602,50364.0,1337.0,5024.0,4622.0,402.0,374.0,328.0,8.0,3.0,17.0
1708,06037533603,41204.0,1788.0,6106.0,5703.0,403.0,382.0,316.0,23.0,10.0,20.0
1709,06037533701,43661.0,862.0,3207.0,3107.0,100.0,81.0,34.0,23.0,0.0,12.0
1710,06037533702,51702.0,918.0,3380.0,3287.0,93.0,79.0,45.0,7.0,3.0,14.0
1711,06037533703,63155.0,991.0,4022.0,3914.0,108.0,100.0,56.0,8.0,9.0,17.0
1712,06037533803,40989.0,1523.0,6152.0,5481.0,671.0,624.0,447.0,34.0,1.0,114.0
1713,06037533804,42244.0,1127.0,4331.0,4166.0,165.0,153.0,116.0,6.0,2.0,17.0
1714,06037533805,57528.0,1081.0,3493.0,3360.0,133.0,115.0,57.0,12.0,0.0,32.0
1715,06037533806,59000.0,922.0,3941.0,3796.0,145.0,129.0,98.0,5.0,5.0,16.0
1716,06037533901,45236.0,1351.0,5864.0,5698.0,166.0,147.0,64.0,22.0,16.0,26.0
1717,06037533902,48750.0,1006.0,3840.0,3729.0,111.0,101.0,61.0,5.0,10.0,20.0
1718,06037534001,48468.0,1343.0,5132.0,4993.0,139.0,120.0,69.0,19.0,9.0,10.0
1719,06037534002,54063.0,981.0,4130.0,3877.0,253.0,246.0,144.0,56.0,8.0,30.0
1720,06037534101,44911.0,494.0,2100.0,2017.0,83.0,79.0,50.0,8.0,3.0,16.0
1721,06037534102,40797.0,1453.0,5742.0,5560.0,182.0,165.0,83.0,21.0,16.0,29.0
1722,06037534201,48640.0,975.0,4232.0,4015.0,217.0,202.0,96.0,39.0,27.0,23.0
1723,06037534202,36178.0,1187.0,5373.0,5139.0,234.0,207.0,113.0,31.0,7.0,27.0
1724,06037534203,36156.0,867.0,3088.0,2966.0,122.0,116.0,60.0,19.0,2.0,19.0
1725,06037534301,49974.0,1051.0,4423.0,4256.0,167.0,151.0,62.0,25.0,12.0,35.0
1726,06037534302,46989.0,864.0,3662.0,3558.0,104.0,88.0,29.0,29.0,4.0,14.0
1727,06037534403,53500.0,774.0,2874.0,2768.0,106.0,99.0,62.0,20.0,3.0,1.0
1728,06037534404,42955.0,940.0,3555.0,3320.0,235.0,216.0,127.0,38.0,2.0,41.0
1729,06037534405,45865.0,947.0,4059.0,3891.0,168.0,157.0,56.0,34.0,14.0,32.0
1730,06037534406,40682.0,1124.0,4238.0,4079.0,159.0,141.0,65.0,21.0,2.0,34.0
1731,06037534501,47405.0,1323.0,5077.0,4942.0,135.0,119.0,72.0,14.0,0.0,16.0
1732,06037534502,65323.0,950.0,4074.0,3972.0,102.0,94.0,55.0,5.0,1.0,17.0
1733,06037534700,71991.0,995.0,4108.0,4014.0,94.0,82.0,54.0,0.0,0.0,23.0
1734,06037534802,57788.0,623.0,2759.0,2672.0,87.0,80.0,45.0,17.0,0.0,10.0
1735,06037534803,52173.0,1163.0,4629.0,4513.0,116.0,101.0,67.0,16.0,0.0,9.0
1736,06037534804,56875.0,955.0,3718.0,3618.0,100.0,89.0,48.0,21.0,2.0,10.0
1737,06037534900,60602.0,1389.0,6241.0,5976.0,265.0,244.0,66.0,89.0,7.0,42.0
1738,06037535001,48125.0,911.0,4152.0,3752.0,400.0,386.0,34.0,314.0,5.0,9.0
1739,06037535002,45139.0,902.0,3318.0,3170.0,148.0,136.0,17.0,101.0,1.0,0.0
1740,06037535101,51820.0,1981.0,7329.0,6390.0,939.0,893.0,47.0,771.0,26.0,23.0
1741,06037535102,50583.0,1071.0,4557.0,3855.0,702.0,657.0,40.0,581.0,4.0,19.0
1742,06037535200,57663.0,1197.0,6031.0,5257.0,774.0,744.0,40.0,678.0,3.0,15.0
1743,06037535300,56010.0,1389.0,6511.0,5971.0,540.0,506.0,108.0,354.0,9.0,11.0
1744,06037535400,62708.0,757.0,3595.0,3033.0,562.0,532.0,105.0,388.0,4.0,15.0
1745,06037535501,44515.0,938.0,3711.0,3577.0,134.0,119.0,42.0,21.0,4.0,27.0
1746,06037535502,56382.0,1331.0,4740.0,4584.0,156.0,145.0,72.0,23.0,6.0,29.0
1747,06037535503,50240.0,683.0,2370.0,2320.0,50.0,38.0,7.0,16.0,5.0,5.0
1748,06037535603,42250.0,1001.0,4111.0,3853.0,258.0,241.0,44.0,141.0,7.0,36.0
1749,06037535604,55543.0,1040.0,4213.0,4110.0,103.0,98.0,54.0,14.0,0.0,14.0
1750,06037535605,52653.0,1136.0,4042.0,3952.0,90.0,75.0,47.0,15.0,0.0,11.0
1751,06037535606,61683.0,465.0,1833.0,1801.0,32.0,27.0,7.0,4.0,9.0,0.0
1752,06037535607,47453.0,1008.0,4521.0,4369.0,152.0,129.0,74.0,30.0,6.0,7.0
1753,06037535701,52625.0,1403.0,6001.0,5808.0,193.0,161.0,97.0,23.0,9.0,12.0
1754,06037535702,59538.0,1426.0,5429.0,5255.0,174.0,156.0,84.0,34.0,1.0,17.0
1755,06037535802,56156.0,1531.0,6481.0,6287.0,194.0,166.0,88.0,18.0,7.0,8.0
1756,06037535803,51944.0,978.0,4242.0,4079.0,163.0,137.0,81.0,20.0,13.0,14.0
1757,06037535804,48176.0,1428.0,5209.0,5051.0,158.0,146.0,82.0,24.0,3.0,16.0
1758,06037535901,50219.0,1622.0,5682.0,5458.0,224.0,208.0,131.0,26.0,0.0,18.0
1759,06037535902,73218.0,1423.0,6236.0,5942.0,294.0,266.0,178.0,19.0,8.0,30.0
1760,06037536000,51625.0,995.0,3471.0,3346.0,125.0,110.0,54.0,12.0,5.0,12.0
1761,06037536102,65625.0,1021.0,3343.0,2653.0,690.0,665.0,385.0,94.0,7.0,154.0
1762,06037536103,62447.0,1452.0,5438.0,5209.0,229.0,207.0,133.0,30.0,8.0,21.0
1763,06037536104,60885.0,1030.0,4127.0,3686.0,441.0,413.0,165.0,190.0,8.0,38.0
1764,06037536201,65592.0,855.0,3583.0,3149.0,434.0,402.0,264.0,45.0,8.0,73.0
1765,06037536202,64004.0,1223.0,3949.0,3551.0,398.0,361.0,198.0,85.0,5.0,67.0
1766,06037540000,59484.0,1561.0,6678.0,6206.0,472.0,426.0,84.0,218.0,17.0,60.0
1767,06037540101,75938.0,1542.0,6281.0,5682.0,599.0,557.0,91.0,420.0,2.0,26.0
1768,06037540102,63750.0,1363.0,6833.0,5973.0,860.0,823.0,118.0,649.0,9.0,21.0
1769,06037540201,37014.0,557.0,2113.0,2033.0,80.0,69.0,15.0,26.0,4.0,16.0
1770,06037540202,42354.0,1576.0,6497.0,5806.0,691.0,663.0,125.0,414.0,6.0,58.0
1771,06037540203,50810.0,1315.0,5135.0,4653.0,482.0,452.0,60.0,340.0,7.0,20.0
1772,06037540300,72822.0,1221.0,4997.0,4759.0,238.0,215.0,68.0,87.0,3.0,32.0
1773,06037540400,46033.0,457.0,2224.0,1990.0,234.0,214.0,12.0,183.0,3.0,4.0
1774,06037540501,60233.0,937.0,6411.0,5060.0,1351.0,1307.0,335.0,842.0,5.0,64.0
1775,06037540502,46534.0,1645.0,6131.0,5311.0,820.0,778.0,88.0,620.0,6.0,25.0
1776,06037540600,34213.0,1119.0,4440.0,3110.0,1330.0,1274.0,38.0,1179.0,6.0,28.0
1777,06037540700,51908.0,823.0,3544.0,2310.0,1234.0,1185.0,78.0,1039.0,16.0,32.0
1778,06037540800,69000.0,1486.0,6321.0,3270.0,3051.0,2934.0,70.0,2758.0,12.0,56.0
1779,06037540901,47865.0,1213.0,5324.0,3852.0,1472.0,1407.0,95.0,1238.0,3.0,38.0
1780,06037540902,75074.0,1503.0,4918.0,2168.0,2750.0,2619.0,72.0,2488.0,2.0,29.0
1781,06037541003,64009.0,1320.0,4863.0,2078.0,2785.0,2670.0,420.0,1945.0,17.0,224.0
1782,06037541100,64464.0,878.0,3370.0,1945.0,1425.0,1359.0,36.0,1283.0,7.0,21.0
1783,06037541200,90328.0,1819.0,6048.0,2538.0,3510.0,3366.0,47.0,3204.0,15.0,30.0
1784,06037541300,63199.0,1403.0,6166.0,4377.0,1789.0,1685.0,49.0,1553.0,13.0,30.0
1785,06037541401,37944.0,948.0,3848.0,2913.0,935.0,888.0,55.0,783.0,0.0,25.0
1786,06037541402,56713.0,841.0,3801.0,3393.0,408.0,377.0,28.0,317.0,2.0,11.0
1787,06037541500,50385.0,1390.0,5675.0,4987.0,688.0,668.0,42.0,590.0,2.0,14.0
1788,06037541603,42155.0,692.0,2748.0,2240.0,508.0,487.0,84.0,361.0,7.0,12.0
1789,06037541604,43221.0,1359.0,5993.0,4985.0,1008.0,967.0,51.0,871.0,16.0,6.0
1790,06037541605,50457.0,1404.0,5132.0,4035.0,1097.0,1027.0,42.0,935.0,3.0,24.0
1791,06037541606,40134.0,637.0,2415.0,2021.0,394.0,373.0,28.0,315.0,1.0,11.0
1792,06037541700,77684.0,1358.0,6278.0,5408.0,870.0,828.0,88.0,661.0,1.0,27.0
1793,06037541801,52981.0,1154.0,5529.0,4512.0,1017.0,969.0,98.0,751.0,3.0,30.0
1794,06037541802,57370.0,1269.0,5293.0,4751.0,542.0,514.0,46.0,414.0,3.0,21.0
1795,06037542000,63668.0,1087.0,5358.0,4057.0,1301.0,1252.0,50.0,1095.0,5.0,34.0
1796,06037542103,51481.0,774.0,4019.0,3466.0,553.0,531.0,24.0,468.0,4.0,8.0
1797,06037542104,71397.0,871.0,3475.0,3161.0,314.0,292.0,25.0,239.0,4.0,0.0
1798,06037542105,44899.0,1101.0,4743.0,4050.0,693.0,678.0,31.0,603.0,4.0,15.0
1799,06037542106,49525.0,736.0,3532.0,2995.0,537.0,516.0,55.0,401.0,0.0,15.0
1800,06037542200,58529.0,1456.0,6898.0,5393.0,1505.0,1425.0,60.0,1274.0,8.0,15.0
1801,06037542401,54375.0,1166.0,5049.0,3193.0,1856.0,1779.0,31.0,1636.0,8.0,20.0
1802,06037542402,70000.0,884.0,3127.0,2040.0,1087.0,1039.0,22.0,981.0,1.0,3.0
1803,06037542501,66954.0,1246.0,4283.0,2154.0,2129.0,2036.0,35.0,1853.0,7.0,23.0
1804,06037542502,47000.0,1334.0,4310.0,2700.0,1610.0,1552.0,53.0,1385.0,9.0,28.0
1805,06037542601,45391.0,757.0,2810.0,2343.0,467.0,446.0,27.0,372.0,1.0,9.0
1806,06037542602,63750.0,1317.0,5608.0,4213.0,1395.0,1334.0,51.0,1200.0,8.0,27.0
1807,06037542700,64208.0,1380.0,5684.0,4453.0,1231.0,1179.0,44.0,1061.0,9.0,24.0
1808,06037542800,56215.0,930.0,3336.0,1860.0,1476.0,1419.0,26.0,1370.0,0.0,6.0
1809,06037542900,67912.0,787.0,3184.0,2531.0,653.0,599.0,23.0,519.0,1.0,23.0
