,tract,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
1292,06037405002,63625.0,738.0,2971.0,2412.0,559.0,534.0,74.0,18.0,4.0,434.0
1293,06037405101,69867.0,1284.0,5057.0,3846.0,1211.0,1173.0,201.0,30.0,2.0,924.0
1294,06037405102,47500.0,1406.0,4793.0,3529.0,1264.0,1232.0,175.0,42.0,4.0,999.0
1295,06037405201,63675.0,1363.0,5392.0,4026.0,1366.0,1333.0,233.0,74.0,15.0,981.0
1296,06037405202,66875.0,1148.0,4894.0,3730.0,1164.0,1126.0,153.0,24.0,18.0,894.0
1297,06037405203,76776.0,693.0,3285.0,2221.0,1064.0,1038.0,137.0,31.0,2.0,855.0
1298,06037405301,70476.0,956.0,3614.0,2424.0,1190.0,1138.0,333.0,116.0,0.0,662.0
1299,06037405302,66458.0,1519.0,5603.0,3577.0,2026.0,1940.0,618.0,93.0,18.0,1167.0
1300,06037405400,93286.0,1266.0,4858.0,3481.0,1377.0,1314.0,516.0,87.0,15.0,673.0
1301,06037405500,65500.0,1798.0,6623.0,4181.0,2442.0,2355.0,837.0,178.0,15.0,1293.0
1302,06037405600,85368.0,1604.0,5645.0,3262.0,2383.0,2315.0,787.0,126.0,11.0,1364.0
1303,06037405701,95189.0,1098.0,3818.0,2771.0,1047.0,992.0,365.0,96.0,10.0,501.0
1304,06037405702,81671.0,1521.0,5285.0,3509.0,1776.0,1708.0,577.0,127.0,16.0,955.0
1305,06037405800,81250.0,1705.0,5755.0,3938.0,1817.0,1715.0,796.0,212.0,14.0,672.0
1306,06037405900,67047.0,1215.0,4423.0,2712.0,1711.0,1604.0,745.0,143.0,1.0,680.0
1307,06037406000,81000.0,1502.0,5496.0,3314.0,2182.0,2080.0,1082.0,132.0,14.0,820.0
1308,06037406101,67317.0,1108.0,3583.0,2045.0,1538.0,1443.0,800.0,76.0,23.0,521.0
1309,06037406103,64846.0,2589.0,8353.0,5299.0,3054.0,2862.0,1488.0,275.0,28.0,1012.0
1310,06037406201,34861.0,1252.0,3731.0,2379.0,1352.0,1278.0,408.0,192.0,14.0,612.0
1311,06037406300,95231.0,1797.0,5796.0,2346.0,3450.0,3341.0,1063.0,212.0,8.0,2026.0
1312,06037406413,86667.0,1974.0,7129.0,4056.0,3073.0,2933.0,1035.0,197.0,16.0,1653.0
1313,06037406500,92599.0,1779.0,7397.0,4315.0,3082.0,2955.0,760.0,210.0,32.0,1860.0
1314,06037406601,103636.0,1444.0,5397.0,2919.0,2478.0,2394.0,696.0,215.0,17.0,1432.0
1315,06037406602,86630.0,1232.0,4978.0,3136.0,1842.0,1788.0,493.0,88.0,4.0,1178.0
1316,06037406701,91944.0,882.0,3112.0,1886.0,1226.0,1188.0,265.0,138.0,3.0,749.0
1317,06037406702,88173.0,1878.0,7040.0,4134.0,2906.0,2790.0,672.0,316.0,7.0,1748.0
1318,06037406801,102813.0,1288.0,4993.0,2815.0,2178.0,2106.0,497.0,116.0,14.0,1459.0
1319,06037406903,79500.0,2042.0,7777.0,5651.0,2126.0,2056.0,390.0,182.0,21.0,1416.0
1320,06037407001,83480.0,1255.0,5623.0,4701.0,922.0,885.0,119.0,41.0,7.0,664.0
1321,06037407002,80313.0,701.0,3566.0,2892.0,674.0,642.0,77.0,21.0,5.0,528.0
1322,06037407101,69609.0,1158.0,4645.0,3926.0,719.0,704.0,168.0,15.0,8.0,493.0
1323,06037407102,71176.0,1344.0,5336.0,4457.0,879.0,850.0,115.0,28.0,6.0,677.0
1324,06037407201,76404.0,874.0,3251.0,2792.0,459.0,444.0,113.0,19.0,2.0,303.0
1325,06037407202,61039.0,799.0,3612.0,3111.0,501.0,477.0,120.0,25.0,8.0,301.0
1326,06037407301,75167.0,986.0,4593.0,3598.0,995.0,957.0,197.0,44.0,6.0,684.0
1327,06037407302,64740.0,821.0,3275.0,2694.0,581.0,557.0,87.0,23.0,0.0,433.0
1328,06037407400,91389.0,524.0,2126.0,1067.0,1059.0,1020.0,127.0,65.0,7.0,806.0
1329,06037407501,72000.0,1008.0,4445.0,3499.0,946.0,885.0,156.0,70.0,11.0,626.0
1330,06037407502,86806.0,808.0,4052.0,3226.0,826.0,797.0,216.0,16.0,10.0,528.0
1331,06037407601,65658.0,1042.0,4288.0,3484.0,804.0,780.0,129.0,64.0,1.0,556.0
1332,06037407602,79732.0,1078.0,3732.0,3009.0,723.0,697.0,143.0,42.0,3.0,497.0
1333,06037407701,45284.0,1075.0,4956.0,4123.0,833.0,787.0,117.0,71.0,0.0,571.0
1334,06037407702,71830.0,1792.0,6249.0,4594.0,1655.0,1602.0,293.0,97.0,12.0,1178.0
1335,06037407801,102422.0,1051.0,4789.0,3429.0,1360.0,1313.0,195.0,62.0,15.0,1028.0
1336,06037407802,97539.0,751.0,3336.0,2542.0,794.0,774.0,174.0,61.0,10.0,509.0
1337,06037407901,98707.0,902.0,4339.0,3108.0,1231.0,1175.0,224.0,68.0,4.0,845.0
1338,06037407902,86058.0,499.0,1922.0,839.0,1083.0,1037.0,116.0,62.0,7.0,847.0
1339,06037408003,88000.0,1178.0,4768.0,2893.0,1875.0,1832.0,341.0,147.0,3.0,1314.0
1340,06037408004,83684.0,804.0,2544.0,1181.0,1363.0,1302.0,207.0,126.0,3.0,949.0
1341,06037408005,125354.0,1603.0,5269.0,1920.0,3349.0,3228.0,752.0,150.0,4.0,2291.0
1342,06037408006,85389.0,968.0,3750.0,1643.0,2107.0,2046.0,211.0,164.0,1.0,1655.0
1343,06037408133,83006.0,1579.0,5598.0,2987.0,2611.0,2545.0,365.0,223.0,6.0,1923.0
1344,06037408134,102171.0,820.0,2640.0,862.0,1778.0,1721.0,168.0,124.0,5.0,1416.0
1345,06037408135,82593.0,1342.0,3899.0,1354.0,2545.0,2461.0,210.0,153.0,9.0,2068.0
1346,06037408136,92411.0,954.0,3832.0,1920.0,1912.0,1810.0,326.0,98.0,9.0,1354.0
1347,06037408137,74191.0,1367.0,4493.0,2063.0,2430.0,2316.0,308.0,197.0,3.0,1785.0
1348,06037408138,75200.0,1186.0,6131.0,5359.0,772.0,744.0,250.0,51.0,6.0,421.0
1349,06037408139,72311.0,860.0,4290.0,3833.0,457.0,444.0,86.0,14.0,9.0,314.0
1350,06037408140,64900.0,804.0,3775.0,3208.0,567.0,549.0,107.0,16.0,7.0,406.0
1351,06037408141,83618.0,952.0,5180.0,4047.0,1133.0,1106.0,127.0,67.0,4.0,869.0
1352,06037408212,67031.0,1435.0,4519.0,1273.0,3246.0,3178.0,355.0,48.0,4.0,2740.0
1353,06037408213,73000.0,1764.0,5875.0,1891.0,3984.0,3916.0,356.0,50.0,2.0,3474.0
1354,06037408301,71639.0,1516.0,6101.0,5072.0,1029.0,989.0,227.0,26.0,10.0,703.0
1355,06037408302,88417.0,1010.0,4071.0,3136.0,935.0,873.0,301.0,44.0,6.0,497.0
1356,06037408303,106579.0,1270.0,4383.0,3413.0,970.0,917.0,366.0,53.0,11.0,456.0
1357,06037408401,83636.0,1296.0,4377.0,2964.0,1413.0,1345.0,304.0,64.0,6.0,953.0
1358,06037408402,106810.0,1962.0,6070.0,3498.0,2572.0,2479.0,959.0,44.0,6.0,1437.0
1359,06037408503,120330.0,1933.0,6329.0,2453.0,3876.0,3767.0,915.0,69.0,7.0,2748.0
1360,06037408504,92500.0,1486.0,5336.0,2857.0,2479.0,2417.0,486.0,55.0,6.0,1846.0
1361,06037408505,116354.0,730.0,2711.0,1216.0,1495.0,1435.0,354.0,31.0,3.0,1038.0
1362,06037408623,72250.0,998.0,3065.0,930.0,2135.0,2075.0,287.0,58.0,2.0,1717.0
1363,06037408624,98571.0,1050.0,3167.0,820.0,2347.0,2283.0,307.0,17.0,5.0,1949.0
1364,06037408625,91898.0,1235.0,4336.0,1529.0,2807.0,2718.0,567.0,44.0,6.0,2087.0
1365,06037408626,84671.0,1355.0,4356.0,1158.0,3198.0,3102.0,226.0,77.0,9.0,2773.0
1366,06037408627,101490.0,899.0,2818.0,685.0,2133.0,2095.0,295.0,35.0,1.0,1762.0
1367,06037408628,66975.0,1864.0,5146.0,1071.0,4075.0,3991.0,420.0,62.0,9.0,3479.0
1368,06037408629,107344.0,868.0,3005.0,745.0,2260.0,2191.0,438.0,34.0,3.0,1706.0
1369,06037408631,81139.0,1479.0,5023.0,2574.0,2449.0,2402.0,418.0,27.0,19.0,1902.0
1370,06037408703,132583.0,1860.0,6069.0,480.0,5589.0,5458.0,415.0,60.0,2.0,4956.0
1371,06037408705,64333.0,1876.0,5355.0,1387.0,3968.0,3879.0,507.0,46.0,14.0,3291.0
1372,06037408707,118714.0,2141.0,6542.0,850.0,5692.0,5556.0,628.0,109.0,2.0,4803.0
1373,06037408722,103274.0,1231.0,4385.0,1204.0,3181.0,3102.0,419.0,22.0,2.0,2642.0
1374,06037408724,44413.0,1527.0,5486.0,3162.0,2324.0,2270.0,184.0,157.0,6.0,1899.0
1375,06037408725,65341.0,1926.0,5940.0,1682.0,4258.0,4157.0,438.0,90.0,4.0,3598.0
1376,06037408800,40108.0,1652.0,4795.0,3100.0,1695.0,1547.0,688.0,304.0,9.0,508.0
1377,06037408900,67209.0,2458.0,5821.0,2117.0,3704.0,3497.0,2908.0,117.0,17.0,439.0
1378,06037409000,62894.0,2091.0,7033.0,4997.0,2036.0,1920.0,789.0,361.0,30.0,691.0
1379,06037409100,71384.0,1381.0,5239.0,3569.0,1670.0,1610.0,331.0,25.0,22.0,1216.0
1380,06037430003,114654.0,1605.0,4553.0,1421.0,3132.0,2958.0,1707.0,166.0,11.0,1044.0
1381,06037430004,78056.0,1012.0,3692.0,1499.0,2193.0,2075.0,996.0,250.0,20.0,785.0
1382,06037430005,92194.0,1280.0,3835.0,1689.0,2146.0,2045.0,761.0,204.0,2.0,1063.0
1383,06037430101,49432.0,1847.0,5011.0,2486.0,2525.0,2394.0,1007.0,371.0,10.0,975.0
1384,06037430102,82651.0,1238.0,4636.0,3341.0,1295.0,1228.0,421.0,135.0,16.0,640.0
1385,06037430200,109519.0,423.0,1264.0,197.0,1067.0,1020.0,636.0,17.0,1.0,362.0
1386,06037430301,130598.0,1631.0,4406.0,865.0,3541.0,3335.0,2617.0,77.0,10.0,597.0
1387,06037430302,93750.0,2145.0,5831.0,1477.0,4354.0,4036.0,3084.0,161.0,5.0,739.0
1388,06037430400,129750.0,1447.0,4393.0,445.0,3948.0,3794.0,1063.0,23.0,5.0,2685.0
1389,06037430501,147169.0,1707.0,4154.0,631.0,3523.0,3276.0,2674.0,40.0,1.0,544.0
1390,06037430502,79167.0,2972.0,7114.0,1292.0,5822.0,5428.0,4372.0,113.0,19.0,864.0
1391,06037430600,151850.0,1410.0,4435.0,451.0,3984.0,3862.0,1198.0,22.0,0.0,2632.0
1392,06037430701,85536.0,1899.0,5045.0,831.0,4214.0,4039.0,1234.0,104.0,2.0,2673.0
1393,06037430721,70221.0,1341.0,3536.0,481.0,3055.0,2959.0,760.0,73.0,0.0,2109.0
1394,06037430723,72268.0,1745.0,4643.0,928.0,3715.0,3599.0,690.0,135.0,11.0,2736.0
1395,06037430724,78750.0,1814.0,5252.0,793.0,4459.0,4305.0,839.0,117.0,8.0,3283.0
1396,06037430801,94196.0,2240.0,6778.0,1098.0,5680.0,5533.0,779.0,124.0,11.0,4595.0
1397,06037430802,106902.0,1347.0,4248.0,499.0,3749.0,3646.0,675.0,54.0,0.0,2898.0
1398,06037430803,81875.0,1831.0,5363.0,610.0,4753.0,4628.0,919.0,43.0,3.0,3640.0
1399,06037430901,71667.0,1520.0,4459.0,2175.0,2284.0,2094.0,1036.0,308.0,6.0,720.0
1400,06037430902,90930.0,1708.0,5175.0,2043.0,3132.0,2962.0,1230.0,280.0,3.0,1413.0
1401,06037431002,48917.0,1206.0,3246.0,974.0,2272.0,2122.0,1375.0,188.0,6.0,531.0
1402,06037431003,69708.0,1474.0,3831.0,1623.0,2208.0,2037.0,1219.0,203.0,9.0,574.0
1403,06037431004,72986.0,1185.0,3414.0,1722.0,1692.0,1544.0,1023.0,120.0,11.0,363.0
1404,06037431100,67500.0,2236.0,7140.0,4039.0,3101.0,2908.0,1222.0,592.0,18.0,1048.0
1405,06037431200,86951.0,1468.0,6202.0,4346.0,1856.0,1784.0,615.0,366.0,1.0,763.0
1406,06037431300,103846.0,826.0,2611.0,888.0,1723.0,1609.0,829.0,71.0,0.0,689.0
1407,06037431400,74306.0,1351.0,3898.0,993.0,2905.0,2774.0,871.0,46.0,9.0,1833.0
1408,06037431501,57012.0,1506.0,4281.0,1398.0,2883.0,2816.0,558.0,48.0,10.0,2173.0
1409,06037431502,65625.0,1356.0,4243.0,1418.0,2825.0,2736.0,827.0,70.0,10.0,1817.0
1410,06037431600,102025.0,1387.0,4173.0,391.0,3782.0,3713.0,518.0,54.0,0.0,3115.0
1411,06037431701,112924.0,2101.0,6763.0,483.0,6280.0,6096.0,881.0,56.0,9.0,5135.0
1412,06037431800,87148.0,1875.0,5246.0,714.0,4532.0,4422.0,954.0,73.0,8.0,3356.0
1413,06037431900,71468.0,1318.0,3652.0,716.0,2936.0,2858.0,585.0,28.0,7.0,2231.0
1414,06037432001,99767.0,591.0,2627.0,366.0,2261.0,2180.0,403.0,18.0,12.0,1742.0
1415,06037432002,64559.0,1772.0,5358.0,983.0,4375.0,4256.0,782.0,42.0,10.0,3380.0
1416,06037432101,100698.0,1350.0,4113.0,843.0,3270.0,3192.0,600.0,29.0,0.0,2551.0
1417,06037432102,94895.0,1620.0,5976.0,1091.0,4885.0,4713.0,679.0,38.0,5.0,3980.0
1418,06037432201,84412.0,1356.0,4235.0,918.0,3317.0,3262.0,298.0,30.0,0.0,2921.0
1419,06037432202,70590.0,1185.0,4212.0,1515.0,2697.0,2665.0,224.0,29.0,7.0,2380.0
1420,06037432300,53125.0,1106.0,3873.0,1900.0,1973.0,1930.0,253.0,35.0,6.0,1631.0
1421,06037432401,57656.0,1009.0,3544.0,1907.0,1637.0,1618.0,156.0,14.0,10.0,1430.0
1422,06037432402,57887.0,1546.0,6040.0,3418.0,2622.0,2584.0,281.0,46.0,6.0,2226.0
1423,06037432501,55893.0,1407.0,4746.0,2274.0,2472.0,2418.0,382.0,63.0,15.0,1944.0
1424,06037432502,71577.0,912.0,3431.0,1934.0,1497.0,1447.0,289.0,10.0,11.0,1126.0
1425,06037432601,73339.0,1765.0,6374.0,3484.0,2890.0,2840.0,252.0,52.0,3.0,2505.0
1426,06037432602,68407.0,1126.0,4504.0,2236.0,2268.0,2227.0,166.0,18.0,6.0,2011.0
1427,06037432700,58750.0,1422.0,5363.0,3677.0,1686.0,1648.0,184.0,36.0,4.0,1408.0
1428,06037432801,23487.0,855.0,2620.0,1519.0,1101.0,1086.0,44.0,28.0,5.0,1001.0
1429,06037432802,50417.0,1380.0,5540.0,4173.0,1367.0,1316.0,116.0,74.0,2.0,1105.0
1430,06037432901,56765.0,1174.0,4202.0,1217.0,2985.0,2959.0,144.0,24.0,4.0,2777.0
1431,06037432902,73162.0,837.0,3358.0,1228.0,2130.0,2087.0,168.0,13.0,5.0,1899.0
1432,06037433103,60694.0,1867.0,6692.0,3561.0,3131.0,3096.0,118.0,14.0,5.0,2944.0
1433,06037433200,56371.0,1672.0,6088.0,3887.0,2201.0,2147.0,193.0,47.0,5.0,1887.0
1434,06037433302,51538.0,468.0,1701.0,1405.0,296.0,279.0,53.0,17.0,0.0,206.0
1435,06037433304,42197.0,1132.0,4595.0,2873.0,1722.0,1688.0,153.0,60.0,5.0,1450.0
1436,06037433305,40625.0,1319.0,4622.0,3322.0,1300.0,1268.0,115.0,39.0,16.0,1085.0
1437,06037433306,56010.0,857.0,3111.0,1972.0,1139.0,1118.0,81.0,39.0,6.0,980.0
1438,06037433307,67917.0,825.0,3220.0,2061.0,1159.0,1142.0,59.0,21.0,6.0,1036.0
1439,06037433402,68512.0,1139.0,4184.0,3046.0,1138.0,1126.0,73.0,20.0,4.0,1014.0
1440,06037433403,49202.0,1260.0,4783.0,3656.0,1127.0,1107.0,97.0,37.0,6.0,952.0
1441,06037433505,53190.0,1042.0,4486.0,2899.0,1587.0,1577.0,63.0,15.0,3.0,1478.0
1442,06037433506,36956.0,1049.0,3971.0,3403.0,568.0,556.0,56.0,8.0,3.0,487.0
1443,06037433601,66657.0,1331.0,4586.0,1314.0,3272.0,3243.0,130.0,6.0,9.0,3088.0
1444,06037433602,50379.0,836.0,2858.0,944.0,1914.0,1886.0,65.0,3.0,5.0,1811.0
1445,06037433803,74583.0,885.0,3037.0,2086.0,951.0,939.0,88.0,16.0,0.0,832.0
1446,06037433804,46581.0,1104.0,4497.0,3821.0,676.0,660.0,118.0,6.0,6.0,523.0
1447,06037433901,49621.0,1359.0,5097.0,3861.0,1236.0,1208.0,88.0,19.0,4.0,1069.0
1448,06037433903,52438.0,1413.0,5619.0,4619.0,1000.0,980.0,122.0,13.0,4.0,817.0
1449,06037434001,51438.0,966.0,4715.0,3700.0,1015.0,988.0,117.0,19.0,3.0,834.0
1450,06037434003,60147.0,960.0,4093.0,3389.0,704.0,693.0,88.0,7.0,8.0,574.0
1451,06037434004,71652.0,731.0,2746.0,2377.0,369.0,353.0,73.0,10.0,3.0,251.0
1452,06037434100,59432.0,1620.0,6509.0,4949.0,1560.0,1519.0,134.0,15.0,11.0,1356.0
1453,06037460001,194375.0,571.0,1609.0,171.0,1438.0,1381.0,1018.0,51.0,2.0,302.0
1454,06037460002,131469.0,1085.0,3283.0,488.0,2795.0,2647.0,1846.0,143.0,2.0,646.0
1455,06037460101,136348.0,2397.0,5846.0,906.0,4940.0,4630.0,3522.0,600.0,2.0,451.0
1456,06037460200,99223.0,1797.0,5561.0,1206.0,4355.0,4012.0,2218.0,1393.0,6.0,343.0
1457,06037460301,130438.0,1415.0,4733.0,1097.0,3636.0,3268.0,1774.0,1139.0,4.0,329.0
1458,06037460302,68615.0,1623.0,4273.0,1653.0,2620.0,2383.0,1078.0,1062.0,3.0,198.0
1459,06037460401,92917.0,363.0,1063.0,347.0,716.0,657.0,238.0,305.0,0.0,100.0
1460,06037460501,180417.0,1658.0,5555.0,409.0,5146.0,4833.0,2905.0,22.0,6.0,1875.0
1461,06037460502,216750.0,1400.0,4495.0,367.0,4128.0,3904.0,2272.0,28.0,16.0,1553.0
1462,06037460601,144618.0,1739.0,5488.0,529.0,4959.0,4691.0,3051.0,46.0,0.0,1556.0
1463,06037460700,160565.0,1508.0,5035.0,412.0,4623.0,4391.0,2899.0,33.0,2.0,1424.0
1464,06037460800,221375.0,1137.0,3219.0,415.0,2804.0,2668.0,2005.0,56.0,1.0,587.0
1465,06037460900,78643.0,1939.0,6893.0,3825.0,3068.0,2838.0,935.0,1325.0,17.0,514.0
1466,06037461000,103866.0,1531.0,5817.0,3129.0,2688.0,2472.0,832.0,1302.0,12.0,275.0
1467,06037461100,99511.0,1857.0,4894.0,1925.0,2969.0,2762.0,1539.0,877.0,5.0,299.0
1468,06037461200,151375.0,1692.0,4555.0,801.0,3754.0,3480.0,2737.0,329.0,4.0,388.0
1469,06037461300,78030.0,2527.0,6533.0,1303.0,5230.0,4874.0,3847.0,366.0,10.0,597.0
1470,06037461400,67399.0,1279.0,2939.0,735.0,2204.0,2054.0,1580.0,204.0,6.0,244.0
1471,06037461501,77114.0,1293.0,3508.0,1730.0,1778.0,1621.0,969.0,375.0,2.0,256.0
1472,06037461502,55590.0,1825.0,5748.0,3319.0,2429.0,2290.0,1082.0,844.0,10.0,337.0
1473,06037461600,80231.0,1810.0,5435.0,3156.0,2279.0,2100.0,650.0,838.0,17.0,557.0
1474,06037461700,137321.0,644.0,1492.0,286.0,1206.0,1143.0,742.0,203.0,0.0,181.0
1475,06037461901,49583.0,1710.0,4609.0,2861.0,1748.0,1626.0,730.0,417.0,10.0,416.0
1476,06037461902,36409.0,1166.0,2142.0,430.0,1712.0,1610.0,784.0,216.0,4.0,577.0
1477,06037462001,72250.0,1245.0,3501.0,2198.0,1303.0,1186.0,535.0,361.0,3.0,255.0
1478,06037462002,29397.0,1130.0,3801.0,2623.0,1178.0,1097.0,301.0,520.0,3.0,250.0
1479,06037462100,64459.0,1916.0,4877.0,2710.0,2167.0,1973.0,1074.0,520.0,9.0,350.0
1480,06037462201,39851.0,1965.0,3711.0,1559.0,2152.0,2027.0,1065.0,289.0,12.0,622.0
1481,06037462202,83813.0,1519.0,3348.0,487.0,2861.0,2692.0,1409.0,226.0,2.0,1027.0
1482,06037462301,63583.0,1921.0,4407.0,2220.0,2187.0,2029.0,1090.0,353.0,4.0,560.0
1483,06037462302,74931.0,1605.0,3314.0,934.0,2380.0,2251.0,1087.0,277.0,8.0,848.0
1484,06037462400,92500.0,1526.0,4040.0,1225.0,2815.0,2615.0,1932.0,191.0,3.0,449.0
1485,06037462500,95833.0,2628.0,6157.0,1259.0,4898.0,4589.0,3416.0,248.0,7.0,869.0
1486,06037462600,124438.0,925.0,2293.0,532.0,1761.0,1654.0,1226.0,81.0,4.0,332.0
1487,06037462700,68500.0,2204.0,5727.0,2094.0,3633.0,3375.0,1823.0,319.0,15.0,1179.0
1488,06037462800,86955.0,1057.0,2939.0,978.0,1961.0,1811.0,1054.0,188.0,3.0,542.0
1489,06037462900,104596.0,1475.0,3775.0,1190.0,2585.0,2405.0,1603.0,121.0,3.0,659.0
1490,06037463000,109223.0,1115.0,2706.0,489.0,2217.0,2104.0,1160.0,167.0,1.0,766.0
1491,06037463103,90923.0,2005.0,6074.0,2193.0,3881.0,3673.0,1515.0,165.0,7.0,1935.0
1492,06037463200,98300.0,1512.0,3478.0,881.0,2597.0,2431.0,1284.0,144.0,4.0,977.0
1493,06037463300,102821.0,873.0,2101.0,429.0,1672.0,1567.0,987.0,66.0,1.0,499.0
1494,06037463400,99159.0,2528.0,5918.0,1304.0,4614.0,4279.0,2400.0,331.0,9.0,1494.0
1495,06037463500,84464.0,2497.0,5523.0,900.0,4623.0,4373.0,2442.0,239.0,3.0,1647.0
1496,06037463601,81655.0,3313.0,6231.0,1087.0,5144.0,4854.0,2789.0,304.0,10.0,1720.0
1497,06037463602,95094.0,3313.0,5728.0,891.0,4837.0,4542.0,2488.0,362.0,8.0,1648.0
1498,06037463700,145638.0,1625.0,3912.0,514.0,3398.0,3240.0,2023.0,235.0,8.0,955.0
1499,06037463800,168500.0,1548.0,3953.0,604.0,3349.0,3103.0,2356.0,108.0,0.0,618.0
1500,06037463900,112188.0,1442.0,3418.0,631.0,2787.0,2625.0,2005.0,140.0,7.0,461.0
1501,06037464000,118110.0,2513.0,5832.0,931.0,4901.0,4591.0,2865.0,196.0,6.0,1465.0
1502,06037464101,175294.0,740.0,2770.0,213.0,2557.0,2441.0,860.0,14.0,2.0,1561.0
1503,06037464102,179398.0,1269.0,3989.0,340.0,3649.0,3491.0,1372.0,33.0,2.0,2080.0
1504,06037464200,141725.0,2017.0,5747.0,333.0,5414.0,5205.0,1236.0,11.0,0.0,3937.0
1505,06037480002,117182.0,1243.0,3416.0,630.0,2786.0,2682.0,701.0,26.0,2.0,1931.0
1506,06037480011,64592.0,1782.0,5238.0,1847.0,3391.0,3247.0,762.0,81.0,5.0,2382.0
1507,06037480012,86058.0,1617.0,4917.0,922.0,3995.0,3880.0,761.0,60.0,13.0,3015.0
1508,06037480101,86639.0,1249.0,4107.0,620.0,3487.0,3394.0,505.0,23.0,3.0,2826.0
1509,06037480102,87543.0,1327.0,4325.0,1056.0,3269.0,3149.0,578.0,64.0,3.0,2482.0
1510,06037480201,122455.0,1175.0,3923.0,917.0,3006.0,2851.0,1141.0,22.0,4.0,1663.0
1511,06037480202,87778.0,996.0,2518.0,601.0,1917.0,1796.0,539.0,5.0,4.0,1239.0
1512,06037480302,80943.0,1770.0,4380.0,1608.0,2772.0,2680.0,715.0,117.0,7.0,1809.0
1513,06037480303,70938.0,1552.0,3806.0,1534.0,2272.0,2189.0,331.0,111.0,13.0,1705.0
1514,06037480304,55927.0,1875.0,4263.0,1348.0,2915.0,2812.0,295.0,114.0,0.0,2382.0
1515,06037480400,66809.0,2146.0,5698.0,1881.0,3817.0,3611.0,984.0,106.0,13.0,2473.0
1516,06037480500,125061.0,2046.0,5543.0,1043.0,4500.0,4136.0,2488.0,76.0,3.0,1532.0
1517,06037480601,82138.0,1512.0,4241.0,967.0,3274.0,3042.0,1485.0,156.0,3.0,1365.0
1518,06037480602,130071.0,1601.0,4183.0,913.0,3270.0,3027.0,1776.0,128.0,8.0,1090.0
1519,06037480702,170541.0,1501.0,4723.0,829.0,3894.0,3566.0,1268.0,125.0,6.0,2128.0
1520,06037480703,136875.0,1247.0,3410.0,703.0,2707.0,2457.0,1230.0,43.0,0.0,1165.0
1521,06037480704,97818.0,1764.0,4843.0,1129.0,3714.0,3446.0,1445.0,110.0,8.0,1855.0
1522,06037480802,72368.0,1132.0,3079.0,1601.0,1478.0,1429.0,200.0,30.0,4.0,1185.0
1523,06037480803,81034.0,1244.0,3418.0,1845.0,1573.0,1483.0,417.0,37.0,6.0,1005.0
1524,06037480804,72188.0,1811.0,4866.0,1960.0,2906.0,2754.0,411.0,98.0,3.0,2207.0
1525,06037480901,66085.0,1680.0,4611.0,1818.0,2793.0,2703.0,241.0,95.0,8.0,2338.0
1526,06037480902,47981.0,1382.0,4024.0,1629.0,2395.0,2349.0,160.0,47.0,7.0,2123.0
1527,06037480903,62375.0,1106.0,3023.0,962.0,2061.0,2022.0,148.0,23.0,4.0,1842.0
1528,06037481001,63159.0,1761.0,4271.0,1253.0,3018.0,2986.0,351.0,37.0,4.0,2582.0
1529,06037481002,71957.0,2062.0,5878.0,2187.0,3691.0,3531.0,534.0,138.0,5.0,2821.0
1530,06037481101,70781.0,1449.0,4100.0,1596.0,2504.0,2425.0,372.0,68.0,6.0,1967.0
1531,06037481102,63625.0,1301.0,4083.0,1287.0,2796.0,2693.0,291.0,108.0,6.0,2269.0
1532,06037481103,71706.0,1704.0,5340.0,1694.0,3646.0,3585.0,221.0,28.0,9.0,3318.0
1533,06037481201,79423.0,1248.0,3786.0,945.0,2841.0,2784.0,365.0,26.0,5.0,2376.0
1534,06037481203,66863.0,1920.0,6375.0,2198.0,4177.0,4083.0,447.0,50.0,6.0,3556.0
1535,06037481300,65300.0,852.0,2938.0,775.0,2163.0,2134.0,113.0,3.0,0.0,2008.0
1536,06037481401,60365.0,1654.0,5725.0,947.0,4778.0,4713.0,212.0,23.0,4.0,4460.0
1537,06037481403,44960.0,851.0,2933.0,624.0,2309.0,2286.0,151.0,18.0,5.0,2102.0
1538,06037481404,73846.0,1138.0,3934.0,510.0,3424.0,3380.0,167.0,21.0,1.0,3179.0
1539,06037481500,66341.0,1596.0,4344.0,812.0,3532.0,3485.0,259.0,29.0,5.0,3189.0
1540,06037481603,49482.0,1147.0,3737.0,983.0,2754.0,2722.0,188.0,62.0,12.0,2454.0
1541,06037481604,58438.0,1406.0,3863.0,1264.0,2599.0,2549.0,258.0,47.0,6.0,2225.0
1542,06037481605,69500.0,1046.0,3178.0,1128.0,2050.0,2004.0,149.0,18.0,6.0,1820.0
1543,06037481606,59040.0,1627.0,4824.0,1209.0,3615.0,3557.0,222.0,47.0,3.0,3263.0
1544,06037481711,50777.0,1335.0,4606.0,489.0,4117.0,4065.0,96.0,30.0,0.0,3926.0
1545,06037481712,46375.0,1719.0,5076.0,865.0,4211.0,4162.0,106.0,11.0,0.0,4040.0
1546,06037481713,63365.0,961.0,2731.0,411.0,2320.0,2301.0,70.0,11.0,4.0,2212.0
