COMM_CURRENT,OBJECTID,BG20,CB20,CTCB20,FIP20,BGFIP20,ZCTA20,HD22,SPA22,SUP21,POP20,HOUSING20,FIP_CURRENT,BG20FIP_CURRENT,ShapeSTArea,ShapeSTLength,med_hh_income,med_hh_income_universe,ESRI_OID,Shape__Area,Shape__Length,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
Mission Hills,41220.648888888885,1094599.3777777778,2050.9777777777776,1094599384.3111112,44000.0,109459981777.77777,91343.83111111111,62.0,2.0,3.0,103.70222222222222,29.42222222222222,44000.0,109459981777.77777,459837.4012660394,2960.518059428483,75497.26222222223,1101.8622222222223,3070.9555555555557,17712256.723576408,19231.57826030549,3981.0533333333333,2950.44,1030.6133333333332,974.9155555555556,534.2355555555556,91.94666666666667,12.555555555555555,318.9288888888889
Mid-City,45894.81954887218,2170575.3834586465,2004.5864661654136,2170575388.0451126,44000.0,217057582345.86465,90019.0,34.0,4.0,2.0,109.44360902255639,50.29323308270677,44000.0,217057582345.86465,235626.20994897964,2108.5644554355313,75048.21052631579,1370.3233082706768,2897.4586466165415,7163607.297073252,11931.360646897967,3111.0827067669175,966.187969924812,2144.8947368421054,1951.0075187969924,975.7669172932331,696.5714285714286,4.165413533834586,240.97744360902254
Reseda Ranch,42631.65789473684,1316002.2105263157,2216.4210526315787,1316002216.4210527,44000.0,131600265052.63158,91334.42105263157,86.0,2.0,3.0,115.26315789473684,32.76315789473684,44000.0,131600265052.63158,527878.3684508236,3264.6171301061554,74868.0,1370.0,3793.0,23559471.7626953,19403.9129128434,5366.0,3022.0,2344.0,2217.0,1327.0,141.0,10.0,711.0
Harbor City,53824.72321428572,3582279.5803571427,1508.4330357142858,3582279588.790179,44000.0,358228002035.7143,90711.96428571429,55.857142857142854,8.0,4.0,127.50446428571429,46.892857142857146,44000.0,358228002035.7143,569374.5047785258,3006.4435728874146,73762.33928571429,1437.2455357142858,4313.651785714285,15205645.504773838,16873.137173061994,3970.089285714286,1728.924107142857,2241.1651785714284,2088.879464285714,917.1116071428571,387.91964285714283,3.638392857142857,731.9866071428571
Lafayette Square,53033.25925925926,2182201.814814815,1819.7407407407406,2182201819.740741,44000.0,218220225481.48148,90018.88888888889,34.0,4.0,2.0,152.7037037037037,58.148148148148145,44000.0,218220225481.48148,268208.949750022,2384.651314561816,73455.0,1442.0,2938.0,7202036.96289063,11673.2442683019,4123.0,2125.0,1998.0,1840.0,557.0,945.0,1.0,299.0
Highland Park,41293.67080745342,1843945.149068323,1677.0993788819876,1843945155.3602486,44000.0,184394558906.8323,90060.4099378882,47.0,4.0,1.049689440993789,133.82919254658384,51.94409937888199,44000.0,184394558906.8323,262428.3961791465,2323.4601143570135,72786.21428571429,1227.2981366459628,4257.872670807454,6912751.429359958,13502.183191212307,3345.4844720496894,2072.223602484472,1273.2608695652175,1175.8726708074535,688.2049689440994,74.15217391304348,9.282608695652174,380.6894409937888
Toluca Woods,47807.862068965514,1256001.5172413792,1524.0,1256001524.0,44000.0,125600195724.13792,91601.31034482758,19.0,2.0,5.0,60.6551724137931,29.275862068965516,44000.0,125600195724.13792,247289.30127663235,1941.887920223808,72096.0,1277.0,3616.0,10980245.7158203,14762.5143602444,2599.0,398.0,2201.0,2094.0,1828.0,99.0,4.0,143.0
Tujunga,39198.12807881773,1013072.724137931,1794.1773399014778,1013072730.137931,44000.0,101307316413.7931,91054.83743842365,19.0,2.0,5.0,134.78817733990147,51.3448275862069,44000.0,101307316413.7931,757808.561207373,3532.2272513866073,71793.14778325123,1388.6354679802955,2739.669950738916,29573690.164519515,25574.96323290688,3990.7093596059112,833.3300492610838,3157.3793103448274,3017.384236453202,2601.84236453202,41.25615763546798,5.443349753694581,347.0541871921182
Reseda,40737.16096579477,1321068.9698189134,1632.0342052313883,1321068976.0985916,44000.0,132106940981.89134,91334.17102615694,86.0,2.0,3.0,149.79476861167,48.971830985915496,44000.0,132106940981.89134,347504.68173730996,2688.262768729313,68905.11267605633,1230.9154929577464,3872.5714285714284,9628164.696410881,13004.273848703835,3887.1509054325957,1978.5734406438633,1908.5774647887324,1785.5935613682093,1122.5613682092555,149.3420523138833,6.340040241448692,481.06036217303824
Regent Square,44791.11538461538,2702002.5,2506.0,2702002506.0,44000.0,270200294000.0,90034.0,84.0,5.0,3.0,96.0,36.23076923076923,44000.0,270200294000.0,216970.66035395718,2303.4654331701,68651.0,1309.0,3980.0,8055280.75195313,14099.7626536214,3487.0,1760.0,1727.0,1588.0,920.0,260.0,1.0,357.0
Country Club Park,40274.33707865168,2127473.438202247,1758.2359550561798,2127473443.6292136,44000.0,212747387820.22473,90014.87640449438,34.0,4.0,2.0,157.48314606741573,61.51685393258427,44000.0,212747387820.22473,302973.7168830053,2436.774719140748,67968.50561797753,1341.112359550562,2765.2808988764045,7852120.27553327,11974.957827690083,3586.8651685393256,1102.685393258427,2484.179775280899,2348.123595505618,626.4943820224719,273.9887640449438,7.49438202247191,1421.685393258427
Harbor Gateway,49206.264462809915,2917862.228650138,1658.030303030303,2917862236.5427,44000.0,291786266865.0138,90318.03305785124,53.54545454545455,8.0,2.0,113.2038567493113,36.451790633608816,44000.0,291786266865.0138,386850.40381178574,2719.137750601786,67342.12947658403,1095.5702479338843,4176.823691460055,13841254.380458532,16648.366080992433,3510.5454545454545,1936.4490358126723,1574.0964187327825,1471.5151515151515,243.0909090909091,571.228650137741,4.84573002754821,613.801652892562
Elysian Valley,41724.22580645161,1931727.6236559139,1394.7096774193549,1931727631.2688172,44000.0,193172806365.5914,90041.44086021505,20.849462365591396,4.0,1.0,95.2258064516129,34.74193548387097,44000.0,193172806365.5914,288385.9666690222,2673.0636703760542,67313.51612903226,1205.4408602150538,4634.569892473119,9901652.091208825,15480.688032142114,3157.2795698924733,1742.1612903225807,1415.1182795698924,1319.8709677419354,663.2688172043011,39.58064516129032,6.387096774193548,595.6989247311828
Gramercy Place,55399.11034482758,2381768.5172413792,3007.1103448275862,2381768524.351724,44000.0,238176895724.13794,90046.7724137931,75.0,6.0,2.0,73.1103448275862,27.44137931034483,44000.0,238176895724.13794,220119.4652580814,1942.196088549681,66592.55862068966,2152.441379310345,3469.206896551724,16184960.782233287,18825.933047347815,5378.875862068966,1397.8344827586207,3981.041379310345,3789.041379310345,101.02758620689656,3577.848275862069,13.144827586206896,40.351724137931036
Canoga Park,41133.87804878049,1307503.0426829269,1858.5762195121952,1307503047.6006098,44000.0,130750348268.29268,91304.89024390244,86.0,2.0,3.0,190.9359756097561,67.9969512195122,44000.0,130750348268.29268,391160.6606676285,2847.073066050482,66381.51219512195,1413.658536585366,3826.576219512195,9949681.465558313,13017.304539756333,4079.951219512195,2213.362804878049,1866.5884146341464,1735.9756097560976,986.484756097561,163.9908536585366,5.335365853658536,548.8536585365854
Sun Valley,41500.27251732101,1334054.6027713625,1746.5173210161663,1334054610.2586606,44000.0,133405504277.13626,91379.52424942263,19.0,2.0,3.8498845265588915,117.56120092378752,32.59353348729792,44000.0,133405504277.13626,885892.4701821221,3689.870273455751,65545.58823529411,967.7990762124712,3301.540415704388,29281458.196963426,22787.805063458753,3633.4803695150117,2241.2771362586604,1392.203233256351,1335.013856812933,992.5034642032333,57.85912240184758,4.956120092378753,253.66281755196306
University Hills,44386.967741935485,2017001.8387096773,1846.1612903225807,2017001846.1612904,44000.0,201700227870.96774,90032.0,47.0,4.0,1.0,106.93548387096774,26.70967741935484,44000.0,201700227870.96774,424062.4078883536,3286.5076372104313,64844.0,1469.0,2363.0,18289606.4267578,20636.5668319081,5055.0,3267.0,1788.0,1648.0,524.0,359.0,10.0,717.0
Downtown,45652.15862068965,2130829.172413793,1186.8689655172413,2130829186.8689656,44000.0,213082961241.3793,90017.23793103448,9.0,4.0,1.0,141.04827586206898,102.01034482758621,44000.0,213082961241.3793,199972.78036451674,1830.645477877383,63186.879310344826,1598.4344827586208,2701.6620689655174,7438958.608452315,11771.430600409485,3602.8310344827587,1113.3896551724138,2489.441379310345,2338.255172413793,973.7931034482758,479.2068965517241,8.020689655172413,841.5275862068966
Panorama City,40303.46,1199886.424,1868.152,1199886428.152,44000.0,119988686400.0,91400.58,78.496,2.0,3.0,278.988,78.444,44000.0,119988686400.0,422170.77492407203,3063.588446346637,62133.204,1299.692,3398.944,9579896.184097664,13958.987409560576,4576.452,2850.656,1725.796,1668.452,683.14,102.76,6.644,847.576
Vermont Square,54948.37704918033,2322543.049180328,2070.3278688524592,2322543053.9344263,44000.0,232254348918.03278,90045.19672131147,75.0,6.0,2.0,124.26229508196721,33.704918032786885,44000.0,232254348918.03278,203230.60993929778,1871.424242463292,62026.24590163935,1046.983606557377,3292.5409836065573,6244916.567302768,11236.228964444488,3838.032786885246,2618.1803278688526,1219.8524590163934,1134.049180327869,93.0,959.8688524590164,4.590163934426229,46.01639344262295
Pacoima,41309.7545691906,1044321.3054830288,1675.4281984334204,1044321309.8929504,44000.0,104432174548.30287,91332.06788511749,19.0,2.0,3.0,188.13577023498695,44.190600522193215,44000.0,104432174548.30287,431091.9884747664,2886.367264836842,61761.913838120105,844.0156657963446,2880.7911227154045,8996335.841620939,13762.110198478487,3737.140992167102,3340.498694516971,396.64229765013056,370.62924281984334,124.54308093994779,128.92689295039165,5.1122715404699735,97.7154046997389
El Sereno,39305.34965034965,2013985.160839161,1740.4405594405594,2013985167.013986,44000.0,201398560083.91608,90032.32517482518,47.0,4.0,1.0,133.36013986013987,42.72377622377623,44000.0,201398560083.91608,381572.1555735109,2669.1855772833014,61111.832167832166,1112.402097902098,2356.8321678321677,10479705.657988003,14975.367954647003,3531.5174825174827,2733.713286713287,797.8041958041958,751.8216783216783,258.5034965034965,71.25524475524476,11.325174825174825,394.23426573426576
Faircrest Heights,56776.357142857145,2702840.6964285714,1420.8035714285713,2702840706.517857,44000.0,270284113642.85715,90027.51785714286,42.035714285714285,4.160714285714286,2.0,65.03571428571429,25.732142857142858,44000.0,270284113642.85715,233855.0308876761,2238.6803613329203,60825.5,1200.732142857143,3980.839285714286,10126101.543701172,13709.80218916418,2785.3571428571427,933.3035714285714,1852.0535714285713,1707.1785714285713,758.0178571428571,615.0178571428571,3.517857142857143,300.76785714285717
Longwood,50638.565217391304,2187914.9565217393,1915.608695652174,2187914959.0869565,44000.0,218791539652.17392,90016.0,75.0,6.0,2.0,166.82608695652175,64.43478260869566,44000.0,218791539652.17392,285765.172037426,2673.4503529081476,60795.04347826087,1167.7391304347825,2943.5652173913045,5825893.527471121,10231.875257044872,3057.5652173913045,1711.0,1346.5652173913043,1225.3478260869565,334.5652173913044,707.7391304347826,6.0,145.3913043478261
North Hollywood,37691.504405286345,1243079.1497797356,1721.7004405286343,1243079155.6211455,44000.0,124307958977.97357,91601.4306167401,19.959251101321588,2.0,3.8876651982378854,156.4306167400881,60.886563876651984,44000.0,124307958977.97357,347053.95383388095,2640.9709992421444,60566.890969162996,1380.1112334801762,3565.8017621145373,10043101.54651793,13506.24565235484,3822.1178414096917,1766.4030837004404,2055.714757709251,1941.7202643171806,1427.5814977973569,185.54845814977975,5.936123348017621,295.942731277533
Crenshaw District,59315.8,2237402.1714285715,2176.9,2237402176.9,44000.0,223740261142.85715,90015.68571428572,75.0,6.0,2.0,95.85,39.44285714285714,44000.0,223740261142.85715,235583.3582427761,2183.406569994246,60373.22857142857,1507.9285714285713,3050.25,8811142.086551331,12127.926637941904,3662.8214285714284,1515.357142857143,2147.464285714286,2004.1571428571428,352.0357142857143,1388.5928571428572,6.757142857142857,214.42857142857142
Valley Glen,41698.926380368095,1253552.54601227,1875.4601226993866,1253552550.3067484,44000.0,125355298601.22699,91423.95705521472,86.0,2.0,3.0,174.56441717791412,66.22085889570552,44000.0,125355298601.22699,401189.03612019797,2824.8321234852683,58896.89570552147,1430.9141104294479,3653.3803680981596,10141555.98556725,14054.84839913562,3919.472392638037,1503.515337423313,2415.957055214724,2295.079754601227,1904.0552147239264,140.61963190184048,5.711656441717792,214.2638036809816
Cadillac-Corning,47480.12,2696017.04,1842.2,2696017042.2,44000.0,269601748000.0,90034.28,84.0,5.0,3.0,243.44,90.2,44000.0,269601748000.0,268772.03962538665,2189.7286292949384,57836.12,1052.48,3968.52,3350320.0181250023,7436.590513147059,3039.84,1733.6,1306.24,1185.8,673.4,328.6,2.04,169.44
Wholesale District,50713.94975688817,2114675.0437601297,1292.6628849270664,2114675069.0,44000.0,211467548376.01297,90021.98541329011,13.372771474878444,4.0,1.0,64.77957860615884,22.33711507293355,44000.0,211467548376.01297,283710.9042833188,2424.252492055516,57649.53322528363,989.646677471637,2634.7649918962725,20864842.671227645,20407.15561242114,3056.729335494327,1439.2949756888167,1617.4343598055104,1529.4408427876824,664.3954619124797,418.8897893030794,15.823338735818476,402.2479740680713
Cloverdale/Cochran,55104.5,2184572.470588235,2671.0588235294117,2184572474.980392,44000.0,218457291058.82352,90017.29411764706,53.294117647058826,4.9411764705882355,2.0,130.26470588235293,49.1078431372549,44000.0,218457291058.82352,236430.64032271347,2413.2103603425217,57366.705882352944,1765.8431372549019,2940.5098039215686,8242407.613817403,14693.440974209483,4446.0,2371.4313725490197,2074.5686274509803,1906.3921568627452,570.8627450980392,1030.2745098039215,13.098039215686274,234.09803921568627
Leimert Park,54214.61235955056,2342730.2528089886,1832.6741573033707,2342730259.6404495,44000.0,234273069280.89886,90021.46067415731,75.0,6.0,2.0,88.91573033707866,37.01685393258427,44000.0,234273069280.89886,206138.17354550902,2107.3337006163883,57318.12359550562,1049.370786516854,3305.2078651685392,6152165.3838274665,11981.016886301833,2622.8370786516853,801.0449438202247,1821.7921348314608,1697.9606741573034,141.3932584269663,1462.7022471910113,4.106741573033708,64.73033707865169
Temple-Beaudry,42768.11299435028,2026959.802259887,1614.6327683615818,2026959806.7231638,44000.0,202696024225.9887,90031.20338983051,9.0,4.0,1.0,196.14689265536722,80.40677966101696,44000.0,202696024225.9887,218387.10910823665,2070.951688373461,57073.497175141245,1291.553672316384,3500.638418079096,4007988.9585374747,8701.059946353987,3196.491525423729,1823.4011299435028,1373.0903954802259,1294.045197740113,532.8700564971751,155.92655367231637,7.72316384180791,578.7853107344632
Jefferson Park,55526.80434782609,2190158.304347826,1786.7391304347825,2190158308.478261,44000.0,219015874434.78262,90018.0,75.0,6.0,2.0,159.54347826086956,50.97826086956522,44000.0,219015874434.78262,273157.77547365567,2321.48161443714,56614.391304347824,1226.0,2947.5652173913045,6480250.15569803,10428.239949233704,3789.5652173913045,2438.9565217391305,1350.608695652174,1212.9565217391305,272.95652173913044,739.0869565217391,3.9565217391304346,156.56521739130434
Lincoln Heights,42455.0125,1992905.1416666666,1611.2708333333333,1992905152.9375,44000.0,199290558166.66666,90033.64166666666,47.0,4.0,1.0,122.30833333333334,40.59583333333333,44000.0,199290558166.66666,379415.0554647068,2616.2884166136223,55671.566666666666,968.9541666666667,4150.225,10613339.333203118,16016.963135267002,2946.9333333333334,1960.2541666666666,986.6791666666667,938.5583333333333,265.3,69.97916666666667,8.266666666666667,582.675
Exposition,50550.0625,2197002.375,2383.625,2197002383.625,44000.0,219700281500.0,90016.0,75.0,6.0,2.0,99.03125,32.9375,44000.0,219700281500.0,306938.65900200617,2347.9556775727256,55214.0,1328.0,2951.0,11747848.2207031,16573.5447508417,4186.0,2623.0,1563.0,1417.0,380.0,887.0,6.0,114.0
Adams-Normandie,66232.27083333333,2221501.6875,1692.1041666666667,2221501692.1041665,44000.0,222150212750.0,90013.64583333333,75.0,6.0,2.0,158.125,52.395833333333336,44000.0,222150212750.0,215458.52996886082,1957.2089820151202,54759.0,1234.5,3104.5,5169612.641601565,10509.7324363191,3795.0,2473.5,1321.5,1202.5,244.0,715.5,3.0,212.0
Baldwin Hills,53964.25657894737,2463618.9802631577,1813.9276315789473,2463618984.980263,44000.0,246361942026.3158,90013.47368421052,75.17763157894737,5.980263157894737,2.0,198.0,90.14473684210526,44000.0,246361942026.3158,476749.14116083656,3327.0611383252894,54689.753333333334,1586.092105263158,3327.2697368421054,12091219.28069747,17069.674314438485,3407.8618421052633,732.6052631578947,2675.2565789473683,2483.0723684210525,440.9078947368421,1781.625,5.815789473684211,215.8684210526316
Historic Filipinotown,46406.63333333333,2059090.2777777778,1615.4444444444443,2059090282.1111112,44000.0,205909071777.77777,90025.51111111112,9.0,4.0,1.0,133.3,49.84444444444444,44000.0,205909071777.77777,185398.95204762294,1968.7818330644918,53772.76666666667,1371.7666666666667,2952.811111111111,4036530.663053387,8810.95690471008,3495.133333333333,1968.3222222222223,1526.8111111111111,1453.4777777777779,393.25555555555553,206.27777777777777,3.888888888888889,829.3333333333334
Toluca Terrace,49392.666666666664,1253101.0,1002.5,1253101002.5,44000.0,125310144000.0,91585.0,19.0,2.0,5.0,226.33333333333334,94.5,44000.0,125310144000.0,405572.25924015325,2674.0337921203486,53769.0,1893.0,3608.0,11345426.9970703,19246.4454252291,4941.0,1818.0,3123.0,2869.0,1913.0,556.0,10.0,331.0
Hyde Park,55827.503703703704,2348771.111111111,2266.0666666666666,2348771117.9185185,44000.0,234877155111.1111,90043.22962962963,75.0,6.0,2.0,107.9,39.007407407407406,44000.0,234877155111.1111,210008.99121506035,1981.671148542389,53473.35925925926,1466.3370370370371,3311.9703703703703,9393862.212471077,13701.783710417856,4243.085185185185,1657.5925925925926,2585.4925925925927,2390.4592592592594,173.8148148148148,2097.9222222222224,11.277777777777779,59.58518518518518
Van Nuys,39066.96103896104,1674683.7376623377,1716.0883116883117,1674683742.0623376,44000.0,167468417766.23376,91405.68311688311,86.0,2.0,3.0,234.64675324675324,82.02857142857142,44000.0,167468417766.23376,534117.9767332778,3160.8200631319564,51291.23160762943,1438.0025974025973,3782.4623376623376,10594734.907541096,14189.006077101632,4283.218181818182,2579.353246753247,1703.864935064935,1595.8675324675326,1008.6987012987013,220.05974025974027,5.706493506493507,324.7220779220779
Manchester Square,49387.09375,2380002.5,2505.5,2380002505.5,44000.0,238000294000.0,90047.0,75.0,6.0,2.0,87.59375,32.385416666666664,44000.0,238000294000.0,220164.1428353228,1991.5246011078277,50625.5,1750.5,3467.0,10568792.49707035,13267.342624886698,4204.5,1197.0,3007.5,2837.5,97.5,2631.5,11.0,37.5
Wellington Square,44671.22222222222,2187016.222222222,1410.4074074074074,2187016225.2222223,44000.0,218701666222.22223,90016.96296296296,75.0,6.0,2.0,172.37037037037038,64.92592592592592,44000.0,218701666222.22223,362611.85060282616,3140.941762405351,50154.25925925926,862.8148148148148,2943.4814814814813,4955812.761501738,10484.7843212827,2331.740740740741,1162.037037037037,1169.7037037037037,1086.9259259259259,200.40740740740742,674.0,8.666666666666666,180.25925925925927
Alsace,48765.35,2198644.2666666666,1936.6833333333334,2198644270.016667,44000.0,219864470666.66666,90023.2,75.0,6.0,2.0,175.88333333333333,58.666666666666664,44000.0,219864470666.66666,289209.422759692,2223.7010102359377,49686.03333333333,1200.7666666666667,2952.9,6157420.453255208,10796.205265139288,3814.2,2746.8333333333335,1067.3666666666666,970.5,272.23333333333335,568.8666666666667,5.1,91.2
Wilmington,50963.51473136915,4085919.419410745,1601.369150779896,4085919434.9913344,44000.0,408591985941.0745,90745.25347222222,31.0,8.0,4.0,89.23916811091854,24.837088388214905,44000.0,408591985941.0745,357610.44906811044,2529.038888816381,49215.12681912682,860.1993067590988,4342.15424610052,22210011.654483058,22862.981518930636,3104.4488734835354,2756.313691507799,348.13518197573654,311.4523396880416,128.1906412478336,87.36395147313692,6.140381282495667,60.05545927209705
Exposition Park,58668.83269961977,2269255.300380228,1923.4144486692014,2269255307.444867,44000.0,226925574038.02283,90032.78326996198,74.56653992395437,6.0,2.0,161.28136882129277,46.631178707224336,44000.0,226925574038.02283,269349.97705152055,2266.014810735292,48788.43037974684,1097.851711026616,3175.0760456273765,7196137.352531634,11141.800291720287,4058.1825095057034,2441.6768060836503,1616.5057034220533,1517.3688212927757,355.5361216730038,766.6692015209126,8.452471482889734,355.7794676806084
East Hollywood,39918.22935779816,1913305.5412844038,1508.302752293578,1913305545.0,44000.0,191330598128.44037,90028.46788990825,21.61467889908257,4.0,1.0,224.5321100917431,96.42201834862385,44000.0,191330598128.44037,281882.3070864307,2309.305164747682,48737.84403669725,1329.0550458715597,4610.623853211009,4542127.25301928,8736.405435842342,3343.1926605504586,1580.1009174311926,1763.091743119266,1670.3211009174313,985.4587155963303,108.6788990825688,4.81651376146789,550.4954128440367
Wilshire Center,49743.5447761194,2114357.0895522386,1420.3880597014925,2114357092.0298507,44000.0,211435752955.22388,90008.38059701493,20.940298507462686,4.0,1.992537313432836,351.54477611940297,162.7089552238806,44000.0,211435752955.22388,268466.45465781033,2202.4928731297737,48343.753731343284,1352.8059701492537,2630.1417910447763,2759417.4593924927,6854.234237755155,3218.3283582089553,1463.2835820895523,1755.044776119403,1677.6567164179105,353.53731343283584,158.30597014925374,3.8507462686567164,1140.044776119403
Harvard Park,51727.86708860759,2374426.3164556962,2365.784810126582,2374426321.481013,44000.0,237442675645.5696,90039.50632911392,74.82911392405063,6.0,2.0,120.81645569620254,34.651898734177216,44000.0,237442675645.5696,199706.287106035,1939.3733119811966,48107.81012658228,1196.8512658227849,3459.259493670886,7190654.297282932,10770.522531819839,4143.322784810127,2752.509493670886,1390.8132911392406,1295.5632911392406,58.15822784810127,1173.9208860759493,5.120253164556962,24.120253164556964
Boyle Heights,50092.02762430939,2042438.6169429098,1753.9797421731123,2042438623.2246778,44000.0,204243905694.291,90033.18416206262,47.0,4.0,1.0,144.77348066298342,41.828729281767956,44000.0,204243905694.291,265228.74570702936,2338.621057036091,47727.63351749539,969.4290976058932,2376.4475138121547,8107480.453020695,11986.222180820703,3533.6077348066297,3269.8729281767955,263.7348066298343,243.69244935543279,94.18968692449356,57.20441988950276,4.627992633517495,73.94843462246777
West Vernon,57028.336134453784,2320727.6470588236,1768.2773109243697,2320727650.630252,44000.0,232072808705.88235,90049.71008403362,75.0,6.0,2.0,214.23949579831933,62.7436974789916,44000.0,232072808705.88235,295461.12821854686,2477.8080997096904,46132.59243697479,1101.936974789916,3289.827731092437,5740672.34692588,9948.548393400815,3792.5966386554624,2618.3949579831933,1174.2016806722688,1091.8487394957983,92.74369747899159,903.1848739495798,6.773109243697479,55.726890756302524
Figueroa Park Square,55731.505494505494,2412267.6373626376,2258.285714285714,2412267642.9010987,44000.0,241226807736.26373,90047.02197802198,69.0,6.0,2.0,94.04395604395604,28.67032967032967,44000.0,241226807736.26373,217587.93908842895,2053.7044820804335,45866.67032967033,1198.5164835164835,3633.021978021978,9096033.180825055,12111.40930282006,3947.1098901098903,2313.802197802198,1633.3076923076924,1539.098901098901,56.32967032967033,1412.5604395604396,3.142857142857143,25.857142857142858
Thai Town,45353.61538461538,1904563.8461538462,1539.1538461538462,1904563846.8461537,44000.0,190456428615.3846,90027.0,34.0,4.0,1.0,671.8461538461538,381.46153846153845,44000.0,190456428615.3846,470313.37674651324,3058.600381787743,45581.230769230766,1487.6153846153845,4595.692307692308,2149287.538762021,5893.2839787125595,3004.3846153846152,844.4615384615385,2159.923076923077,2046.6153846153845,1482.1538461538462,125.92307692307692,6.076923076923077,410.3076923076923
Vernon Central,51651.28888888889,2287247.9377777777,1720.5466666666666,2287247942.768889,44000.0,228724837777.77777,90022.48888888888,72.0,6.0,2.0,216.7422222222222,51.72,44000.0,228724837777.77777,282608.99655762967,2360.3028374966807,45383.58666666667,1049.8444444444444,3137.0444444444443,6471384.958802091,10651.971320246868,4535.386666666666,3990.302222222222,545.0844444444444,514.7688888888889,39.67111111111111,407.8,4.986666666666666,41.07555555555555
Little Bangladesh,39584.03448275862,2119128.172413793,1622.155172413793,2119128173.8793104,44000.0,211912861241.3793,90016.55172413793,34.0,4.0,2.0,471.01724137931035,234.39655172413794,44000.0,211912861241.3793,241044.7537003607,2035.1348818169765,45270.379310344826,1569.8620689655172,2639.103448275862,2049948.8930832439,5744.253437666854,3616.2758620689656,1193.4827586206898,2422.793103448276,2334.8275862068967,396.6551724137931,206.41379310344828,5.0,1701.2758620689656
Central,56389.993902439026,2274410.1707317075,1637.7926829268292,2274410174.378049,44000.0,227441061073.17075,90012.54268292683,72.0,6.0,2.0,211.8170731707317,51.920731707317074,44000.0,227441061073.17075,254370.20370658388,2175.870059666793,45201.65853658537,947.3475609756098,3127.567073170732,4924249.323855517,9794.782546749051,3817.0304878048782,3434.1158536585367,382.9146341463415,359.719512195122,56.323170731707314,240.2560975609756,3.5304878048780486,46.28658536585366
Green Meadows,53004.2131147541,2403706.2459016396,2427.464480874317,2403706252.601093,44000.0,240370668590.16394,90002.4043715847,69.0,6.0,2.0,115.53005464480874,29.224043715846996,44000.0,240370668590.16394,186969.44975811875,1875.732129943351,44832.879781420765,1341.3169398907103,3561.464480874317,9195728.494071243,13053.647961920968,5472.972677595629,4054.9562841530055,1418.016393442623,1345.655737704918,60.49726775956284,1212.5081967213114,8.043715846994536,27.131147540983605
Florence-Firestone,50627.09210526316,2395162.8771929825,1960.0526315789473,2395162881.105263,44000.0,239516331719.29825,90002.82456140351,71.02631578947368,6.0,2.0,200.7938596491228,49.969298245614034,44000.0,239516331719.29825,307525.65891317924,2411.508742007169,44529.72368421053,1034.592105263158,3479.2587719298244,6855285.355760014,11286.179383500574,4157.320175438596,3323.004385964912,834.3157894736842,788.438596491228,48.333333333333336,697.5043859649123,4.2105263157894735,14.030701754385966
Century Palms/Cove,51083.81851851852,2410299.1296296297,2098.7,2410299135.737037,44000.0,241029956962.96295,90047.8111111111,69.0,6.0,2.0,121.0037037037037,31.18148148148148,44000.0,241029956962.96295,214505.86760070542,2144.7995360942564,44375.677777777775,1037.0333333333333,3629.0222222222224,7426529.992343028,13030.054436359902,4087.1037037037036,2851.9518518518516,1235.151851851852,1176.8962962962962,47.05185185185185,1081.0481481481481,3.77037037037037,14.651851851851852
Harvard Heights,59715.04285714286,2212673.0142857144,1446.5428571428572,2212673017.9714284,44000.0,221267345428.57144,90011.1,34.0,4.0,2.0,225.8,73.51428571428572,44000.0,221267345428.57144,298550.37170098553,2259.0979977549678,43090.671428571426,1015.5142857142857,2960.7428571428572,4332080.766085381,8727.14666610992,3309.114285714286,2385.3142857142857,923.8,870.5,184.3,283.54285714285714,5.128571428571429,374.5285714285714
Elysian Park,41659.84210526316,5545433.1228070175,1552.122807017544,5545433131.070175,44000.0,554543356280.7018,90016.0350877193,9.0,4.0,1.0,82.6140350877193,37.45614035087719,44000.0,554543356280.7018,856460.7036616777,4301.980127100615,42956.14035087719,1191.7719298245613,4601.491228070176,23065266.164233845,23371.767519653135,2548.40350877193,775.9122807017544,1772.4912280701753,1671.4912280701753,519.0526315789474,93.01754385964912,5.894736842105263,1034.298245614035
Koreatown,48768.93103448276,2128508.988505747,1520.3333333333333,2128508991.597701,44000.0,212850942850.5747,90008.17816091955,34.0,4.0,2.0,271.82183908045977,125.10919540229885,44000.0,212850942850.5747,233576.7136145542,2024.3289770981455,42263.53448275862,1316.1264367816093,2754.9367816091954,3300593.225462464,7669.03899510815,3328.114942528736,1487.16091954023,1840.9540229885058,1776.8505747126437,271.5287356321839,165.52298850574712,4.574712643678161,1319.2471264367816
Vermont Knolls,50026.3537414966,2379611.768707483,2251.2380952380954,2379611775.047619,44000.0,237961220870.7483,90041.58503401361,75.0,6.0,2.0,120.03401360544218,38.57823129251701,44000.0,237961220870.7483,201877.15110038896,1965.1614166930185,41986.89115646258,1611.7278911564626,3466.4557823129253,9364193.151832253,12517.645963521825,4889.925170068027,2167.3197278911566,2722.605442176871,2587.3061224489797,75.56462585034014,2411.3469387755104,11.346938775510203,36.57823129251701
